Year,Eventnumber,Reporteddate,Incidentoperationalarea,Gridreference(confirmed),Environmentalpollutionincident(yesorno),Airenvironmentimpactlevel,Landenvironmentimpactlevel,Waterenvironmentimpactlevel,Incidentcounty,Incidentdistrict,Incidentunitary,Value
2021,1882208,21/01/2021,LincolnshireandNorthamptonshire,TF1996059350,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),LincolnshireCounty,EastLindseyDistrict,,32
2021,1882857,23/01/2021,LincolnshireandNorthamptonshire,SP8312590970,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),NorthamptonshireCounty,CorbyDistrict,,33
2021,1883413,25/01/2021,CumbriaandLancashire,SD3087044830,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),LancashireCounty,WyreDistrict,,34
2021,1883459,25/01/2021,EastMidlands,SK2745452659,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),DerbyshireCounty,DerbyshireDalesDistrict,,35
2021,1883817,26/01/2021,Yorkshire,SK4387979904,Yes,Category3(Minor),Category2(Significant),Category3(Minor),DerbyshireCounty,NorthEastDerbyshireDistrict,,36
2021,1884122,27/01/2021,CumbriaandLancashire,SD7281952615,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,RibbleValleyDistrict,,37
2021,1884641,28/01/2021,Yorkshire,SE4159414833,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,WakefieldDistrict,,38
2021,1884718,28/01/2021,EastMidlands,SK7469120014,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),LeicestershireCounty,MeltonDistrict,,39
2021,1885777,29/01/2021,Thames,SP2772505134,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),OxfordshireCounty,WestOxfordshireDistrict,,40
2021,1885985,30/01/2021,"Kent,SouthLondonandEastSussex",TQ1899543937,Yes,Category3(Minor),Category4(NoImpact),Category2(Significant),SurreyCounty,MoleValleyDistrict,,41
2021,1886338,31/01/2021,EastMidlands,SK6696300696,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LeicestershireCounty,HarboroughDistrict,,42
2021,1886503,01/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8223346201,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,,43
2021,1886689,01/02/2021,CumbriaandLancashire,SD4788707629,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,WestLancashireDistrict,,44
2021,1886768,01/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP3059994105,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),WarwickshireCounty,NorthWarwickshireDistrict,,45
2021,1886978,01/02/2021,EastAnglia(CambridgeshireandBedfordshire),TL2108769395,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),CambridgeshireCounty,HuntingdonshireDistrict,,46
2021,1887861,03/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP3536783383,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,CoventryDistrict,,47
2021,1888469,04/02/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO8537554618,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),WorcestershireCounty,WorcesterDistrict,,48
2021,1888578,04/02/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TG0431021867,Yes,Category3(Minor),Category4(NoImpact),Category2(Significant),NorfolkCounty,BrecklandDistrict,,49
2021,1889218,06/02/2021,LincolnshireandNorthamptonshire,SP6484189438,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),LeicestershireCounty,HarboroughDistrict,,50
2021,1890298,09/02/2021,CumbriaandLancashire,NY3743568862,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),CumbriaCounty,CarlisleDistrict,,51
2021,1890376,10/02/2021,Yorkshire,SE1837626902,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,KirkleesDistrict,,52
2021,1890539,10/02/2021,"Kent,SouthLondonandEastSussex",TQ9292637622,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),KentCounty,AshfordDistrict,,53
2021,1891041,12/02/2021,HertfordshireandNorthLondon,TL0061602375,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),HertfordshireCounty,DacorumDistrict,,54
2021,1891397,13/02/2021,Thames,SU8767787215,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),BuckinghamshireCounty,WycombeDistrict,,55
2021,1891462,14/02/2021,DevonandCornwall,SS3644319656,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),DevonCounty,TorridgeDistrict,,56
2021,1891541,15/02/2021,Wessex,ST6499635126,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),SomersetCounty,MendipDistrict,,57
2021,1891889,15/02/2021,DevonandCornwall,SS3122621842,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),DevonCounty,TorridgeDistrict,,58
2021,1891991,16/02/2021,EastMidlands,SK4255628077,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LeicestershireCounty,NorthWestLeicestershireDistrict,,59
2021,1892026,16/02/2021,LincolnshireandNorthamptonshire,TF4595807786,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),CambridgeshireCounty,FenlandDistrict,,60
2021,1892163,16/02/2021,"Kent,SouthLondonandEastSussex",TR4011969794,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),KentCounty,ThanetDistrict,,61
2021,1892271,16/02/2021,"GreaterManchester,MerseysideandCheshire",SJ6884798125,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,WiganDistrict,,62
2021,1892420,17/02/2021,Yorkshire,SE1843026890,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,KirkleesDistrict,,63
2021,1892726,17/02/2021,NorthEast,NY7045466967,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorthumberlandCounty,TynedaleDistrict,,64
2021,1892816,18/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP3865958785,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),WarwickshireCounty,Stratford-On-AvonDistrict,,65
2021,1893094,18/02/2021,Yorkshire,SE2624030352,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,LeedsDistrict,,66
2021,1893304,19/02/2021,CumbriaandLancashire,SD7453350549,Yes,Category4(NoImpact),Category2(Significant),Category2(Significant),LancashireCounty,RibbleValleyDistrict,,67
2021,1893548,20/02/2021,Yorkshire,SE2579725012,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,KirkleesDistrict,,68
2021,1894558,22/02/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TL7594427135,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),EssexCounty,BraintreeDistrict,,69
2021,1894806,23/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SK1568444710,Yes,Category3(Minor),Category4(NoImpact),Category2(Significant),StaffordshireCounty,EastStaffordshireDistrict,,70
2021,1894876,23/02/2021,SolentandSouthDowns,TQ2394221530,Yes,Category4(NoImpact),Category2(Significant),Category2(Significant),WestSussexCounty,HorshamDistrict,,71
2021,1894900,23/02/2021,EastMidlands,SE7295900898,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),,,NorthLincolnshire,72
2021,1894937,23/02/2021,Yorkshire,SE1946440851,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,73
2021,1894983,23/02/2021,"GreaterManchester,MerseysideandCheshire",SD8164227778,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,BurnleyDistrict,,74
2021,1895097,23/02/2021,"GreaterManchester,MerseysideandCheshire",SJ7601143439,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,,75
2021,1895215,24/02/2021,DevonandCornwall,SY0073989176,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),DevonCounty,EastDevonDistrict,,76
2021,1895269,24/02/2021,LincolnshireandNorthamptonshire,TF0356447651,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),LincolnshireCounty,NorthKestevenDistrict,,77
2021,1895277,24/02/2021,Thames,SU6195290212,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),OxfordshireCounty,SouthOxfordshireDistrict,,78
2021,1895627,24/02/2021,"GreaterManchester,MerseysideandCheshire",SJ3636173551,Yes,Category3(Minor),Category2(Significant),Category3(Minor),CheshireCounty,ChesterDistrict,,79
2021,1895636,25/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP2903936351,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),WarwickshireCounty,Stratford-On-AvonDistrict,,80
2021,1895752,25/02/2021,EastMidlands,SK4361425116,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LeicestershireCounty,NorthWestLeicestershireDistrict,,81
2021,1896401,26/02/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TL8366730071,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),EssexCounty,BraintreeDistrict,,82
2021,1896533,26/02/2021,"Kent,SouthLondonandEastSussex",TQ5053148755,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),KentCounty,SevenoaksDistrict,,83
2021,1896658,26/02/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP3555375365,Yes,Category3(Minor),Category1(Major),Category2(Significant),,CoventryDistrict,,84
2021,1897428,27/02/2021,NorthEast,NT9397440886,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),NorthumberlandCounty,Berwick-Upon-TweedDistrict,,85
2021,1898361,01/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8405545558,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,,86
2021,1898564,01/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SK0415902529,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,WalsallDistrict,,87
2021,1898598,01/03/2021,Yorkshire,SE2246834755,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,88
2021,1898926,01/03/2021,EastAnglia(CambridgeshireandBedfordshire),TM0513194930,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),NorfolkCounty,BrecklandDistrict,,89
2021,1899107,02/03/2021,"GreaterManchester,MerseysideandCheshire",SD8092413876,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),,BuryDistrict,,90
2021,1899180,02/03/2021,Yorkshire,TA0604658456,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,,EastRidingofYorkshire,91
2021,1899219,02/03/2021,Yorkshire,SE1946040851,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,92
2021,1899666,03/03/2021,NorthEast,NZ1470340617,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),DurhamCounty,DerwentsideDistrict,,93
2021,1899823,03/03/2021,SolentandSouthDowns,SU4408012920,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),,,CityofSouthampton,94
2021,1899829,03/03/2021,EastMidlands,SK5557182556,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,RotherhamDistrict,,95
2021,1900040,03/03/2021,EastAnglia(CambridgeshireandBedfordshire),TF6082520388,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),NorfolkCounty,King'sLynnandWestNorfolkDistrict,,96
2021,1900549,05/03/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TG4374215457,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),NorfolkCounty,GreatYarmouthDistrict,,97
2021,1900619,05/03/2021,LincolnshireandNorthamptonshire,TA1070501350,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LincolnshireCounty,WestLindseyDistrict,,98
2021,1901553,06/03/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SJ5002312215,Yes,Category3(Minor),Category4(NoImpact),Category2(Significant),ShropshireCounty,ShrewsburyandAtchamDistrict,,99
2021,1901707,06/03/2021,HertfordshireandNorthLondon,TQ2824092923,Yes,Category3(Minor),Category4(NoImpact),Category2(Significant),,BarnetLondonBorough,,100
2021,1902631,08/03/2021,Wessex,ST5958410397,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),DorsetCounty,WestDorsetDistrict,,101
2021,1903386,09/03/2021,Wessex,ST3151435887,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),SomersetCounty,SedgemoorDistrict,,102
2021,1903899,09/03/2021,EastAnglia(CambridgeshireandBedfordshire),SP6993631301,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),BuckinghamshireCounty,AylesburyValeDistrict,,103
2021,1903907,09/03/2021,EastAnglia(CambridgeshireandBedfordshire),SP8610532999,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,MiltonKeynes,104
2021,1904165,09/03/2021,"GreaterManchester,MerseysideandCheshire",SD8863425201,Yes,Category3(Minor),Category2(Significant),Category2(Significant),LancashireCounty,RossendaleDistrict,,105
2021,1904464,10/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SK1053339224,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),StaffordshireCounty,EastStaffordshireDistrict,,106
2021,1904920,11/03/2021,EastAnglia(CambridgeshireandBedfordshire),SP8892140331,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,MiltonKeynes,107
2021,1905299,12/03/2021,CumbriaandLancashire,SD8853338559,Yes,Category3(Minor),Category2(Significant),Category3(Minor),LancashireCounty,PendleDistrict,,108
2021,1905761,13/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ9742100477,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,WalsallDistrict,,109
2021,1906341,15/03/2021,Yorkshire,SE1938640863,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,110
2021,1906378,15/03/2021,DevonandCornwall,SW7926432802,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),CornwallCounty,CarrickDistrict,,111
2021,1907175,16/03/2021,CumbriaandLancashire,NY7946914061,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),CumbriaCounty,EdenDistrict,,112
2021,1908076,18/03/2021,Thames,SP5614502555,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),OxfordshireCounty,OxfordDistrict,,113
2021,1908079,18/03/2021,CumbriaandLancashire,NY0692537169,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),CumbriaCounty,AllerdaleDistrict,,114
2021,1908102,18/03/2021,EastMidlands,SK2611631648,Yes,Category2(Significant),Category2(Significant),Category4(NoImpact),DerbyshireCounty,SouthDerbyshireDistrict,,115
2021,1908390,18/03/2021,Yorkshire,SE1941640881,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,116
2021,1908533,18/03/2021,CumbriaandLancashire,SD7408527435,Yes,Category2(Significant),Category4(NoImpact),Category3(Minor),LancashireCounty,HyndburnDistrict,,117
2021,1908671,19/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0849989032,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,BirminghamDistrict,,118
2021,1908932,19/03/2021,Yorkshire,SE2621230290,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,LeedsDistrict,,119
2021,1930004,19/03/2021,LincolnshireandNorthamptonshire,SP6268359495,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),NorthamptonshireCounty,DaventryDistrict,,120
2021,1910596,22/03/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO5888700286,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),GloucestershireCounty,ForestofDeanDistrict,,121
2021,1910921,23/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ9749900579,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,WalsallDistrict,,122
2021,1910974,23/03/2021,HertfordshireandNorthLondon,TQ5257894822,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),EssexCounty,BrentwoodDistrict,,123
2021,1911071,23/03/2021,EastMidlands,SK4770454783,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),NottinghamshireCounty,AshfieldDistrict,,124
2021,1911067,23/03/2021,Thames,SU8975253267,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),SurreyCounty,GuildfordDistrict,,125
2021,1911131,23/03/2021,Thames,SP7005021759,Yes,Category3(Minor),Category4(NoImpact),Category1(Major),BuckinghamshireCounty,AylesburyValeDistrict,,126
2021,1911105,23/03/2021,Yorkshire,SE2123204608,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,BarnsleyDistrict,,127
2021,1911178,23/03/2021,"GreaterManchester,MerseysideandCheshire",SJ5863878104,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),CheshireCounty,ValeRoyalDistrict,,128
2021,1911562,24/03/2021,"GreaterManchester,MerseysideandCheshire",SD8810818831,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,RossendaleDistrict,,129
2021,1911986,25/03/2021,DevonandCornwall,SW7242824432,Yes,Category3(Minor),Category2(Significant),Category2(Significant),CornwallCounty,KerrierDistrict,,130
2021,1912129,25/03/2021,"GreaterManchester,MerseysideandCheshire",SD8833822247,Yes,Category2(Significant),Category2(Significant),Category4(NoImpact),LancashireCounty,RossendaleDistrict,,131
2021,1912637,26/03/2021,DevonandCornwall,SS5383832108,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),DevonCounty,NorthDevonDistrict,,132
2021,1912866,27/03/2021,"GreaterManchester,MerseysideandCheshire",SD8120222604,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,RossendaleDistrict,,133
2021,1913012,27/03/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP2939981626,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,CoventryDistrict,,134
2021,1913049,27/03/2021,LincolnshireandNorthamptonshire,TF3776719813,Yes,Category2(Significant),Category2(Significant),Category4(NoImpact),LincolnshireCounty,SouthHollandDistrict,,135
2021,1913264,28/03/2021,EastMidlands,SK5166182456,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,RotherhamDistrict,,136
2021,1913482,29/03/2021,Thames,SU4742961384,Yes,Category4(NoImpact),Category2(Significant),Category3(Minor),HampshireCounty,BasingstokeandDeaneDistrict,,137
2021,1913565,29/03/2021,Thames,TQ0647063230,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),SurreyCounty,ElmbridgeDistrict,,138
2021,1913568,29/03/2021,Yorkshire,SE1941540878,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,139
2021,1914043,30/03/2021,Wessex,ST6657037269,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),SomersetCounty,MendipDistrict,,140
2021,1914193,30/03/2021,Wessex,ST5466935517,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),SomersetCounty,MendipDistrict,,141
2021,1914309,30/03/2021,"GreaterManchester,MerseysideandCheshire",SD8830817978,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),LancashireCounty,RossendaleDistrict,,142
2021,1914460,31/03/2021,"GreaterManchester,MerseysideandCheshire",SJ5947495787,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,StHelensDistrict,,143
2021,1915160,01/04/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8206946382,Yes,Category1(Major),Category4(NoImpact),Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,,144
2021,1915233,01/04/2021,Yorkshire,SE1954940793,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,145
2021,1915424,01/04/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0598479355,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,BirminghamDistrict,,146
2021,1915465,01/04/2021,Yorkshire,SK3731789622,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,SheffieldDistrict,,147
2021,1915563,01/04/2021,EastAnglia(CambridgeshireandBedfordshire),SP6253032606,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),OxfordshireCounty,CherwellDistrict,,148
2021,1915581,01/04/2021,Yorkshire,SE2624130344,Yes,Category3(Minor),Category2(Significant),Category4(NoImpact),,LeedsDistrict,,149
2021,1915680,02/04/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO9451622362,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),GloucestershireCounty,CheltenhamDistrict,,150
2021,1915756,02/04/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO5233441697,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,CountyofHerefordshire,151
2021,1915803,02/04/2021,DevonandCornwall,SW9960051270,Yes,Category3(Minor),Category3(Minor),Category2(Significant),CornwallCounty,RestormelDistrict,,152
2021,1916740,04/04/2021,Wessex,ST5136305519,Yes,Category4(NoImpact),Category3(Minor),Category2(Significant),DorsetCounty,WestDorsetDistrict,,153
2021,1916970,05/04/2021,LincolnshireandNorthamptonshire,SP8811276212,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),NorthamptonshireCounty,KetteringDistrict,,154
2021,1917049,05/04/2021,Wessex,SU0566503075,Yes,Category3(Minor),Category2(Significant),Category3(Minor),DorsetCounty,EastDorsetDistrict,,155
2021,1917257,06/04/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TG4018614765,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),NorfolkCounty,GreatYarmouthDistrict,,156
2021,1917345,06/04/2021,EastAnglia(CambridgeshireandBedfordshire),TM0514294906,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),NorfolkCounty,BrecklandDistrict,,157
2021,1918217,08/04/2021,Yorkshire,SE2248734754,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,158
2021,1918456,08/04/2021,HertfordshireandNorthLondon,SP9636806007,Yes,Category2(Significant),Category3(Minor),Category3(Minor),BuckinghamshireCounty,ChilternDistrict,,159
2021,1918593,09/04/2021,SolentandSouthDowns,TQ4301309130,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),EastSussexCounty,LewesDistrict,,160
2021,1918727,09/04/2021,Yorkshire,SE1942640872,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,LeedsDistrict,,161
2021,1918877,09/04/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TM1717263513,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),SuffolkCounty,MidSuffolkDistrict,,162
2021,1918907,09/04/2021,NorthEast,NZ3236059707,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,SunderlandDistrict,,163
2021,1919967,11/04/2021,SolentandSouthDowns,TQ3900117205,Yes,Category4(NoImpact),Category2(Significant),Category2(Significant),EastSussexCounty,LewesDistrict,,164
2021,1919995,11/04/2021,EastAnglia(CambridgeshireandBedfordshire),TL2813896045,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),CambridgeshireCounty,FenlandDistrict,,165
2021,1921042,13/04/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SO9916797288,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,WalsallDistrict,,166
2021,1922153,14/04/2021,EastAnglia(CambridgeshireandBedfordshire),SP8840533169,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,MiltonKeynes,167
2021,1922757,15/04/2021,LincolnshireandNorthamptonshire,TF4431307421,Yes,Category2(Significant),Category2(Significant),Category4(NoImpact),CambridgeshireCounty,FenlandDistrict,,168
2021,1923326,16/04/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO5908529526,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,CountyofHerefordshire,169
2021,1924068,17/04/2021,Yorkshire,SE1223288939,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorthYorkshireCounty,RichmondshireDistrict,,170
2021,1924223,18/04/2021,NorthEast,NZ2634369794,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,NorthTynesideDistrict,,171
2021,1924412,18/04/2021,CumbriaandLancashire,SD6826627113,Yes,Category2(Significant),Category4(NoImpact),Category3(Minor),,,Blackburn,172
2021,1924420,18/04/2021,Yorkshire,SE7404522527,Yes,Category2(Significant),Category2(Significant),Category3(Minor),,,EastRidingofYorkshire,173
2021,1924699,19/04/2021,HertfordshireandNorthLondon,TL2435422391,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),HertfordshireCounty,StevenageDistrict,,174
2021,1924734,19/04/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SO9802198280,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),,WalsallDistrict,,175
2021,1924861,19/04/2021,"Kent,SouthLondonandEastSussex",TQ9427636629,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),KentCounty,AshfordDistrict,,176
2021,1924877,19/04/2021,EastAnglia(CambridgeshireandBedfordshire),TL2813496035,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),CambridgeshireCounty,FenlandDistrict,,177
2021,1925388,20/04/2021,NorthEast,NZ4230009800,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,,Stockton-On-Tees,178
2021,1925408,20/04/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SO8922089383,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),,DudleyDistrict,,179
2021,1925707,20/04/2021,Yorkshire,SE0812725229,Yes,Category3(Minor),Category2(Significant),Category3(Minor),,CalderdaleDistrict,,180
2021,1926305,21/04/2021,Yorkshire,SE0349444887,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),,BradfordDistrict,,181
2021,1926423,22/04/2021,Thames,SU9927049992,Yes,Category4(NoImpact),Category4(NoImpact),Category1(Major),SurreyCounty,GuildfordDistrict,,182
2021,1926536,22/04/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TM1626088200,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),NorfolkCounty,SouthNorfolkDistrict,,183
2021,1926840,22/04/2021,DevonandCornwall,SX2243869186,Yes,Category4(NoImpact),Category2(Significant),Category4(NoImpact),CornwallCounty,CaradonDistrict,,184
2021,1927283,23/04/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO8872012672,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),GloucestershireCounty,StroudDistrict,,185
2021,1927297,23/04/2021,Yorkshire,SE5394008999,Yes,Category2(Significant),Category4(NoImpact),Category4(NoImpact),,DoncasterDistrict,,186
2021,1927413,23/04/2021,CumbriaandLancashire,NY3891056681,Yes,Category2(Significant),Category3(Minor),Category3(Minor),CumbriaCounty,CarlisleDistrict,,187
2021,1928779,26/04/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SJ6760710301,Yes,Category1(Major),Category2(Significant),Category1(Major),,,TheWrekin,188
2021,1928964,26/04/2021,SolentandSouthDowns,SU9287517778,Yes,Category4(NoImpact),Category4(NoImpact),Category2(Significant),WestSussexCounty,ChichesterDistrict,,189
